source,league.year,league.name,ident,game.date,game.number,away.name,away.score,home.name,home.score,game.ref
boxscores/1915/1915-DMN,1915,Western Association,0423-fortsmith-mcalester-0,19150423,0,Fort Smith,0,McAlester,2,FNDYMLB
boxscores/1915/1915-DMN,1915,Western Association,0423-paris-tulsa-0,19150423,0,Tulsa,3,Paris,1,CBGJXDJ
boxscores/1915/1915-DMN,1915,Western Association,0423-muskogee-sherman-0,19150423,0,Muskogee,,Sherman,,BMJFHHQ
boxscores/1915/1915-DMN,1915,Western Association,0424-denison-oklahomacity-0,19150424,0,Oklahoma City,,Denison,,WRJTTHJ
boxscores/1915/1915-DMN,1915,Western Association,0424-fortsmith-mcalester-0,19150424,0,Fort Smith,,McAlester,,KGRBDNH
boxscores/1915/1915-DMN,1915,Western Association,0424-paris-tulsa-0,19150424,0,Tulsa,1,Paris,2,CRBMGBM
boxscores/1915/1915-DMN,1915,Western Association,0424-muskogee-sherman-0,19150424,0,Muskogee,,Sherman,,VQCVRHJ
boxscores/1915/1915-DMN,1915,Western Association,0425-denison-tulsa-0,19150425,0,Tulsa,3,Denison,3,QXXWSQR
boxscores/1915/1915-DMN,1915,Western Association,0425-mcalester-muskogee-0,19150425,0,Muskogee,2,McAlester,1,FLSBZZM
boxscores/1915/1915-DMN,1915,Western Association,0425-oklahomacity-paris-0,19150425,0,Oklahoma City,2,Paris,1,LHWSGRV
boxscores/1915/1915-DMN,1915,Western Association,0425-fortsmith-sherman-0,19150425,0,Fort Smith,,Sherman,,GFDPCTY
boxscores/1915/1915-DMN,1915,Western Association,0426-denison-tulsa-0,19150426,0,Tulsa,1,Denison,5,YDNYCQX
boxscores/1915/1915-DMN,1915,Western Association,0426-mcalester-muskogee-0,19150426,0,McAlester,0,Muskogee,2,JTHHTBG
boxscores/1915/1915-DMN,1915,Western Association,0426-oklahomacity-paris-0,19150426,0,Oklahoma City,2,Paris,3,YLRKMRG
boxscores/1915/1915-DMN,1915,Western Association,0426-fortsmith-sherman-0,19150426,0,Fort Smith,1,Sherman,3,HQMYXPB
boxscores/1915/1915-DMN,1915,Western Association,0427-denison-tulsa-0,19150427,0,Tulsa,3,Denison,6,KYZFDHD
boxscores/1915/1915-DMN,1915,Western Association,0427-mcalester-muskogee-0,19150427,0,McAlester,7,Muskogee,3,XCPQYKF
boxscores/1915/1915-DMN,1915,Western Association,0427-oklahomacity-paris-0,19150427,0,Oklahoma City,,Paris,,CTNSXWR
boxscores/1915/1915-DMN,1915,Western Association,0427-fortsmith-sherman-0,19150427,0,Fort Smith,2,Sherman,3,GFRZTVW
boxscores/1915/1915-DMN,1915,Western Association,0428-fortsmith-paris-0,19150428,0,Paris,2,Fort Smith,3,NWMDVSN
boxscores/1915/1915-DMN,1915,Western Association,0428-muskogee-tulsa-0,19150428,0,Tulsa,3,Muskogee,7,FBMQFDR
boxscores/1915/1915-DMN,1915,Western Association,0428-mcalester-oklahomacity-0,19150428,0,McAlester,4,Oklahoma City,0,JNWZVNK
boxscores/1915/1915-DMN,1915,Western Association,0428-denison-sherman-0,19150428,0,Denison,4,Sherman,8,JFBLHRP
boxscores/1915/1915-DMN,1915,Western Association,0429-fortsmith-paris-0,19150429,0,Paris,3,Fort Smith,14,MFVHTVZ
boxscores/1915/1915-DMN,1915,Western Association,0429-muskogee-tulsa-0,19150429,0,Tulsa,6,Muskogee,7,GBCWVNS
boxscores/1915/1915-DMN,1915,Western Association,0429-mcalester-oklahomacity-0,19150429,0,McAlester,4,Oklahoma City,8,DBWVXWH
boxscores/1915/1915-DMN,1915,Western Association,0429-denison-sherman-0,19150429,0,Denison,5,Sherman,8,GPFCKBZ
boxscores/1915/1915-DMN,1915,Western Association,0430-fortsmith-paris-0,19150430,0,Paris,7,Fort Smith,4,MZKYVWY
boxscores/1915/1915-DMN,1915,Western Association,0430-muskogee-tulsa-0,19150430,0,Tulsa,16,Muskogee,0,FZQHYPY
boxscores/1915/1915-DMN,1915,Western Association,0430-mcalester-oklahomacity-0,19150430,0,McAlester,0,Oklahoma City,6,DKYBJKV
boxscores/1915/1915-DMN,1915,Western Association,0430-denison-sherman-0,19150430,0,Denison,8,Sherman,0,TMJBTSH
boxscores/1915/1915-DMN,1915,Western Association,0501-fortsmith-sherman-0,19150501,0,Sherman,3,Fort Smith,0,XBWWFLF
boxscores/1915/1915-DMN,1915,Western Association,0501-muskogee-paris-0,19150501,0,Paris,6,Muskogee,4,KSSRPZZ
boxscores/1915/1915-DMN,1915,Western Association,0501-denison-oklahomacity-0,19150501,0,Denison,2,Oklahoma City,5,KCYNBNL
boxscores/1915/1915-DMN,1915,Western Association,0501-mcalester-tulsa-0,19150501,0,McAlester,5,Tulsa,4,MMXCMZK
boxscores/1915/1915-DMN,1915,Western Association,0502-fortsmith-sherman-0,19150502,0,Sherman,,Fort Smith,,CRGBWQK
boxscores/1915/1915-DMN,1915,Western Association,0502-muskogee-paris-0,19150502,0,Paris,4,Muskogee,19,LQLHXJS
boxscores/1915/1915-DMN,1915,Western Association,0502-denison-oklahomacity-0,19150502,0,Denison,1,Oklahoma City,12,GQCRTWJ
boxscores/1915/1915-DMN,1915,Western Association,0502-mcalester-tulsa-0,19150502,0,McAlester,12,Tulsa,15,CYHLMQH
boxscores/1915/1915-DMN,1915,Western Association,0503-fortsmith-sherman-0,19150503,0,Sherman,3,Fort Smith,0,WNRMDBG
boxscores/1915/1915-DMN,1915,Western Association,0503-muskogee-paris-0,19150503,0,Paris,5,Muskogee,9,SBJCMNM
boxscores/1915/1915-DMN,1915,Western Association,0503-denison-oklahomacity-0,19150503,0,Denison,8,Oklahoma City,6,WPMGDGR
boxscores/1915/1915-DMN,1915,Western Association,0503-mcalester-tulsa-0,19150503,0,McAlester,7,Tulsa,8,RZLNCBT
boxscores/1915/1915-DMN,1915,Western Association,0504-denison-fortsmith-0,19150504,0,Denison,1,Fort Smith,5,BCPSJHF
boxscores/1915/1915-DMN,1915,Western Association,0504-mcalester-muskogee-0,19150504,0,McAlester,2,Muskogee,7,RBCJVYS
boxscores/1915/1915-DMN,1915,Western Association,0504-oklahomacity-sherman-0,19150504,0,Sherman,6,Oklahoma City,4,CFQPQRM
boxscores/1915/1915-DMN,1915,Western Association,0504-paris-tulsa-0,19150504,0,Paris,5,Tulsa,0,KBGKWXB
boxscores/1915/1915-DMN,1915,Western Association,0505-denison-fortsmith-0,19150505,0,Denison,6,Fort Smith,8,BHDNLSK
boxscores/1915/1915-DMN,1915,Western Association,0505-mcalester-muskogee-0,19150505,0,McAlester,,Muskogee,,SRRWSVK
boxscores/1915/1915-DMN,1915,Western Association,0505-oklahomacity-sherman-0,19150505,0,Sherman,,Oklahoma City,,RXNLDKG
boxscores/1915/1915-DMN,1915,Western Association,0505-paris-tulsa-0,19150505,0,Paris,,Tulsa,,CYLVYPY
boxscores/1915/1915-DMN,1915,Western Association,0506-denison-fortsmith-0,19150506,0,Denison,,Fort Smith,,SZBMZKX
boxscores/1915/1915-DMN,1915,Western Association,0506-mcalester-muskogee-0,19150506,0,McAlester,,Muskogee,,FQBLHGG
boxscores/1915/1915-DMN,1915,Western Association,0506-oklahomacity-sherman-0,19150506,0,Sherman,,Oklahoma City,,DNPCTBQ
boxscores/1915/1915-DMN,1915,Western Association,0506-paris-tulsa-0,19150506,0,Paris,,Tulsa,,LZWWJKS
boxscores/1915/1915-DMN,1915,Western Association,0507-fortsmith-mcalester-0,19150507,0,McAlester,1,Fort Smith,4,WPCYYQY
boxscores/1915/1915-DMN,1915,Western Association,0507-denison-muskogee-0,19150507,0,Denison,8,Muskogee,9,XKXCSYL
boxscores/1915/1915-DMN,1915,Western Association,0507-oklahomacity-paris-0,19150507,0,Paris,3,Oklahoma City,0,XQTSZBL
boxscores/1915/1915-DMN,1915,Western Association,0507-sherman-tulsa-0,19150507,0,Sherman,3,Tulsa,4,RXXPJDQ
